,ActivityIdentifier,Dissolved oxygen (DO),Nitrate,"Temperature, water",Turbidity,pH,ProjectIdentifier,ActivityStartDate,LongitudeMeasure,LatitudeMeasure,Year,Month,Day,Weekday,Hour,Previous_DO,Previous_Temp,Previous_Turb,Previous_pH,DO_lag1,Temp_lag1,Turb_lag1,pH_lag1,Predicted_DO(1 day into the future)
4448,11NPSWRD_WQX-PRSF_WQ_MTL1_20180725_F/1,20.4,1.0,20.4,4.9399999999999995,8.05,PRSF_WQ,2018-07-25,-122.471861111,37.78741667,2018,7,25,2,0,18.4,18.4,4.9399999999999995,8.06,18.4,18.4,4.9399999999999995,8.06,20.400000000000038
4450,11NPSWRD_WQX-PRSF_WQ_MTL1_20180725_F^01,20.4,1.0,20.4,4.9399999999999995,8.05,PRSF_WQ,2018-07-25,-122.471861111,37.78741667,2018,7,25,2,0,20.4,20.4,4.9399999999999995,8.05,20.4,20.4,4.9399999999999995,8.05,20.400000000000038
4865,11NPSWRD_WQX-PRSF_WQ_MTL7_20140226_4m_F,12.2,1.0,12.2,4.9399999999999995,6.8,PRSF_WQ,2014-02-26,-122.47119,37.78806,2014,2,26,2,0,12.6,12.6,4.9399999999999995,6.69,12.6,12.6,4.9399999999999995,6.69,12.200300000000022
4866,11NPSWRD_WQX-PRSF_WQ_MTL7_20140226_F^01,14.7,1.0,14.7,4.9399999999999995,6.49,PRSF_WQ,2014-02-26,-122.47119,37.78806,2014,2,26,2,0,12.2,12.2,4.9399999999999995,6.8,12.2,12.2,4.9399999999999995,6.8,14.700000000000028
4867,11NPSWRD_WQX-PRSF_WQ_MTL7_20140326_1m_F,16.9,1.0,16.9,4.9399999999999995,7.51,PRSF_WQ,2014-03-26,-122.47119,37.78806,2014,3,26,2,0,14.7,14.7,4.9399999999999995,6.49,14.7,14.7,4.9399999999999995,6.49,16.900100000000027
4868,11NPSWRD_WQX-PRSF_WQ_MTL7_20140326_2m_F,16.9,1.0,16.9,4.9399999999999995,7.54,PRSF_WQ,2014-03-26,-122.47119,37.78806,2014,3,26,2,0,16.9,16.9,4.9399999999999995,7.51,16.9,16.9,4.9399999999999995,7.51,16.900100000000027
4869,11NPSWRD_WQX-PRSF_WQ_MTL7_20140326_3m_F,16.8,1.0,16.8,4.9399999999999995,7.55,PRSF_WQ,2014-03-26,-122.47119,37.78806,2014,3,26,2,0,16.9,16.9,4.9399999999999995,7.54,16.9,16.9,4.9399999999999995,7.54,16.79999999999997
4870,11NPSWRD_WQX-PRSF_WQ_MTL7_20140326_4m_F,15.6,1.0,15.6,4.9399999999999995,7.41,PRSF_WQ,2014-03-26,-122.47119,37.78806,2014,3,26,2,0,16.8,16.8,4.9399999999999995,7.55,16.8,16.8,4.9399999999999995,7.55,15.59999999999998
4871,11NPSWRD_WQX-PRSF_WQ_MTL7_20140326_F^01,16.9,1.0,16.9,4.9399999999999995,7.46,PRSF_WQ,2014-03-26,-122.47119,37.78806,2014,3,26,2,0,15.6,15.6,4.9399999999999995,7.41,15.6,15.6,4.9399999999999995,7.41,16.900100000000027
4872,11NPSWRD_WQX-PRSF_WQ_MTL7_20140423_1m_F,18.3,1.0,18.3,4.9399999999999995,7.75,PRSF_WQ,2014-04-23,-122.47119,37.78806,2014,4,23,2,0,16.9,16.9,4.9399999999999995,7.46,16.9,16.9,4.9399999999999995,7.46,18.29999999999997
4873,11NPSWRD_WQX-PRSF_WQ_MTL7_20140423_2m_F,18.2,1.0,18.2,4.9399999999999995,7.77,PRSF_WQ,2014-04-23,-122.47119,37.78806,2014,4,23,2,0,18.3,18.3,4.9399999999999995,7.75,18.3,18.3,4.9399999999999995,7.75,18.20000000000003
4874,11NPSWRD_WQX-PRSF_WQ_MTL7_20140423_3m_F,18.1,1.0,18.1,4.9399999999999995,7.77,PRSF_WQ,2014-04-23,-122.47119,37.78806,2014,4,23,2,0,18.2,18.2,4.9399999999999995,7.77,18.2,18.2,4.9399999999999995,7.77,18.09999999999997
4875,11NPSWRD_WQX-PRSF_WQ_MTL7_20140423_4m_F,17.5,1.0,17.5,4.9399999999999995,7.62,PRSF_WQ,2014-04-23,-122.47119,37.78806,2014,4,23,2,0,18.1,18.1,4.9399999999999995,7.77,18.1,18.1,4.9399999999999995,7.77,17.5
4876,11NPSWRD_WQX-PRSF_WQ_MTL7_20140423_F^01,18.7,1.0,18.7,4.9399999999999995,7.73,PRSF_WQ,2014-04-23,-122.47119,37.78806,2014,4,23,2,0,17.5,17.5,4.9399999999999995,7.62,17.5,17.5,4.9399999999999995,7.62,18.70000000000003
4877,11NPSWRD_WQX-PRSF_WQ_MTL7_20140528_1m_F,20.3,1.0,20.3,4.9399999999999995,8.13,PRSF_WQ,2014-05-28,-122.47119,37.78806,2014,5,28,2,0,18.7,18.7,4.9399999999999995,7.73,18.7,18.7,4.9399999999999995,7.73,20.300199999999972
4878,11NPSWRD_WQX-PRSF_WQ_MTL7_20140528_2m_F,20.1,1.0,20.1,4.9399999999999995,8.17,PRSF_WQ,2014-05-28,-122.47119,37.78806,2014,5,28,2,0,20.3,20.3,4.9399999999999995,8.13,20.3,20.3,4.9399999999999995,8.13,20.099999999999962
4879,11NPSWRD_WQX-PRSF_WQ_MTL7_20140528_3m_F,19.9,1.0,19.9,4.9399999999999995,8.02,PRSF_WQ,2014-05-28,-122.47119,37.78806,2014,5,28,2,0,20.1,20.1,4.9399999999999995,8.17,20.1,20.1,4.9399999999999995,8.17,19.900100000000037
4880,11NPSWRD_WQX-PRSF_WQ_MTL7_20140528_4m_F,19.9,1.0,19.9,4.9399999999999995,7.91,PRSF_WQ,2014-05-28,-122.47119,37.78806,2014,5,28,2,0,19.9,19.9,4.9399999999999995,8.02,19.9,19.9,4.9399999999999995,8.02,19.900100000000037
4881,11NPSWRD_WQX-PRSF_WQ_MTL7_20140528_F^01,20.5,1.0,20.5,4.9399999999999995,8.06,PRSF_WQ,2014-05-28,-122.47119,37.78806,2014,5,28,2,0,19.9,19.9,4.9399999999999995,7.91,19.9,19.9,4.9399999999999995,7.91,20.5
4882,11NPSWRD_WQX-PRSF_WQ_MTL7_20140623_1m_F,20.1,1.0,20.1,4.9399999999999995,8.38,PRSF_WQ,2014-06-23,-122.47119,37.78806,2014,6,23,0,0,20.5,20.5,4.9399999999999995,8.06,20.5,20.5,4.9399999999999995,8.06,20.099999999999962
4883,11NPSWRD_WQX-PRSF_WQ_MTL7_20140623_2m_F,20.1,1.0,20.1,4.9399999999999995,8.4,PRSF_WQ,2014-06-23,-122.47119,37.78806,2014,6,23,0,0,20.1,20.1,4.9399999999999995,8.38,20.1,20.1,4.9399999999999995,8.38,20.099999999999962
4884,11NPSWRD_WQX-PRSF_WQ_MTL7_20140623_3m_F,20.0,1.0,20.0,4.9399999999999995,8.3,PRSF_WQ,2014-06-23,-122.47119,37.78806,2014,6,23,0,0,20.1,20.1,4.9399999999999995,8.4,20.1,20.1,4.9399999999999995,8.4,19.9995
4885,11NPSWRD_WQX-PRSF_WQ_MTL7_20140623_4m_F,19.9,1.0,19.9,4.9399999999999995,8.2,PRSF_WQ,2014-06-23,-122.47119,37.78806,2014,6,23,0,0,20.0,20.0,4.9399999999999995,8.3,20.0,20.0,4.9399999999999995,8.3,19.900100000000037
4886,11NPSWRD_WQX-PRSF_WQ_MTL7_20140623_F^01,20.5,1.0,20.5,4.9399999999999995,8.31,PRSF_WQ,2014-06-23,-122.47119,37.78806,2014,6,23,0,0,19.9,19.9,4.9399999999999995,8.2,19.9,19.9,4.9399999999999995,8.2,20.5
4887,11NPSWRD_WQX-PRSF_WQ_MTL7_20140728_1m_F,22.7,1.0,22.7,4.9399999999999995,8.7,PRSF_WQ,2014-07-28,-122.47119,37.78806,2014,7,28,0,0,20.5,20.5,4.9399999999999995,8.31,20.5,20.5,4.9399999999999995,8.31,22.70000000000001
4888,11NPSWRD_WQX-PRSF_WQ_MTL7_20140728_2m_F,22.6,1.0,22.6,4.9399999999999995,8.54,PRSF_WQ,2014-07-28,-122.47119,37.78806,2014,7,28,0,0,22.7,22.7,4.9399999999999995,8.7,22.7,22.7,4.9399999999999995,8.7,22.600999999999964
4889,11NPSWRD_WQX-PRSF_WQ_MTL7_20140728_3m_F,21.3,1.0,21.3,4.9399999999999995,8.09,PRSF_WQ,2014-07-28,-122.47119,37.78806,2014,7,28,0,0,22.6,22.6,4.9399999999999995,8.54,22.6,22.6,4.9399999999999995,8.54,21.30009999999998
4890,11NPSWRD_WQX-PRSF_WQ_MTL7_20140728_4m_F,19.7,1.0,19.7,4.9399999999999995,7.7,PRSF_WQ,2014-07-28,-122.47119,37.78806,2014,7,28,0,0,21.3,21.3,4.9399999999999995,8.09,21.3,21.3,4.9399999999999995,8.09,19.69840000000003
4891,11NPSWRD_WQX-PRSF_WQ_MTL7_20140728_F^01,22.7,1.0,22.7,4.9399999999999995,8.7,PRSF_WQ,2014-07-28,-122.47119,37.78806,2014,7,28,0,0,19.7,19.7,4.9399999999999995,7.7,19.7,19.7,4.9399999999999995,7.7,22.70000000000001
4892,11NPSWRD_WQX-PRSF_WQ_MTL7_20140923_1m_F,20.9,1.0,20.9,4.9399999999999995,8.47,PRSF_WQ,2014-09-23,-122.47119,37.78806,2014,9,23,1,0,22.7,22.7,4.9399999999999995,8.7,22.7,22.7,4.9399999999999995,8.7,20.90180000000004
4893,11NPSWRD_WQX-PRSF_WQ_MTL7_20140923_2m_F,20.8,1.0,20.8,4.9399999999999995,8.46,PRSF_WQ,2014-09-23,-122.47119,37.78806,2014,9,23,1,0,20.9,20.9,4.9399999999999995,8.47,20.9,20.9,4.9399999999999995,8.47,20.799999999999972
4894,11NPSWRD_WQX-PRSF_WQ_MTL7_20140923_3m_F,20.6,1.0,20.6,4.9399999999999995,8.39,PRSF_WQ,2014-09-23,-122.47119,37.78806,2014,9,23,1,0,20.8,20.8,4.9399999999999995,8.46,20.8,20.8,4.9399999999999995,8.46,20.599599999999963
4895,11NPSWRD_WQX-PRSF_WQ_MTL7_20140923_F^01,21.0,1.0,21.0,4.9399999999999995,8.44,PRSF_WQ,2014-09-23,-122.47119,37.78806,2014,9,23,1,0,20.6,20.6,4.9399999999999995,8.39,20.6,20.6,4.9399999999999995,8.39,20.998
4896,11NPSWRD_WQX-PRSF_WQ_MTL7_20141022_1m_F,18.6,1.0,18.6,4.9399999999999995,8.53,PRSF_WQ,2014-10-22,-122.47119,37.78806,2014,10,22,2,0,21.0,21.0,4.9399999999999995,8.44,21.0,21.0,4.9399999999999995,8.44,18.60029999999997
4897,11NPSWRD_WQX-PRSF_WQ_MTL7_20141022_2m_F,18.5,1.0,18.5,4.9399999999999995,8.56,PRSF_WQ,2014-10-22,-122.47119,37.78806,2014,10,22,2,0,18.6,18.6,4.9399999999999995,8.53,18.6,18.6,4.9399999999999995,8.53,18.4996
4898,11NPSWRD_WQX-PRSF_WQ_MTL7_20141022_3m_F,18.5,1.0,18.5,4.9399999999999995,8.56,PRSF_WQ,2014-10-22,-122.47119,37.78806,2014,10,22,2,0,18.5,18.5,4.9399999999999995,8.56,18.5,18.5,4.9399999999999995,8.56,18.4996
4899,11NPSWRD_WQX-PRSF_WQ_MTL7_20141022_F^01,18.9,1.0,18.9,4.9399999999999995,8.51,PRSF_WQ,2014-10-22,-122.47119,37.78806,2014,10,22,2,0,18.5,18.5,4.9399999999999995,8.56,18.5,18.5,4.9399999999999995,8.56,18.89950000000003
4900,11NPSWRD_WQX-PRSF_WQ_MTL7_20150122_1m_F,12.0,1.0,12.0,4.9399999999999995,7.39,PRSF_WQ,2015-01-22,-122.47119,37.78806,2015,1,22,3,0,18.9,18.9,4.9399999999999995,8.51,18.9,18.9,4.9399999999999995,8.51,11.9997
4901,11NPSWRD_WQX-PRSF_WQ_MTL7_20150122_2m_F,11.7,1.0,11.7,4.9399999999999995,7.42,PRSF_WQ,2015-01-22,-122.47119,37.78806,2015,1,22,3,0,12.0,12.0,4.9399999999999995,7.39,12.0,12.0,4.9399999999999995,7.39,11.69900000000002
4902,11NPSWRD_WQX-PRSF_WQ_MTL7_20150122_3m_F,11.1,1.0,11.1,4.9399999999999995,7.43,PRSF_WQ,2015-01-22,-122.47119,37.78806,2015,1,22,3,0,11.7,11.7,4.9399999999999995,7.42,11.7,11.7,4.9399999999999995,7.42,11.100000000000007
4903,11NPSWRD_WQX-PRSF_WQ_MTL7_20150122_F^01,12.1,1.0,12.1,4.9399999999999995,7.29,PRSF_WQ,2015-01-22,-122.47119,37.78806,2015,1,22,3,0,11.1,11.1,4.9399999999999995,7.43,11.1,11.1,4.9399999999999995,7.43,12.098999999999998
4904,11NPSWRD_WQX-PRSF_WQ_MTL7_20150219_1m_F,15.4,1.0,15.4,4.9399999999999995,7.82,PRSF_WQ,2015-02-19,-122.47119,37.78806,2015,2,19,3,0,12.1,12.1,4.9399999999999995,7.29,12.1,12.1,4.9399999999999995,7.29,15.40080000000002
4905,11NPSWRD_WQX-PRSF_WQ_MTL7_20150219_2m_F,15.2,1.0,15.2,4.9399999999999995,7.82,PRSF_WQ,2015-02-19,-122.47119,37.78806,2015,2,19,3,0,15.4,15.4,4.9399999999999995,7.82,15.4,15.4,4.9399999999999995,7.82,15.200000000000028
4906,11NPSWRD_WQX-PRSF_WQ_MTL7_20150219_3m_F,14.0,1.0,14.0,4.9399999999999995,7.77,PRSF_WQ,2015-02-19,-122.47119,37.78806,2015,2,19,3,0,15.2,15.2,4.9399999999999995,7.82,15.2,15.2,4.9399999999999995,7.82,13.9997
4907,11NPSWRD_WQX-PRSF_WQ_MTL7_20150219_F^01,15.7,1.0,15.7,4.9399999999999995,7.81,PRSF_WQ,2015-02-19,-122.47119,37.78806,2015,2,19,3,0,14.0,14.0,4.9399999999999995,7.77,14.0,14.0,4.9399999999999995,7.77,15.699800000000028
4908,11NPSWRD_WQX-PRSF_WQ_MTL7_20150318_1m_F,17.5,1.0,17.5,4.9399999999999995,8.04,PRSF_WQ,2015-03-18,-122.47119,37.78806,2015,3,18,2,0,15.7,15.7,4.9399999999999995,7.81,15.7,15.7,4.9399999999999995,7.81,17.499100000000002
4909,11NPSWRD_WQX-PRSF_WQ_MTL7_20150318_2m_F,17.3,1.0,17.3,4.9399999999999995,8.01,PRSF_WQ,2015-03-18,-122.47119,37.78806,2015,3,18,2,0,17.5,17.5,4.9399999999999995,8.04,17.5,17.5,4.9399999999999995,8.04,17.29999999999997
4910,11NPSWRD_WQX-PRSF_WQ_MTL7_20150318_3m_F,16.4,1.0,16.4,4.9399999999999995,7.74,PRSF_WQ,2015-03-18,-122.47119,37.78806,2015,3,18,2,0,17.3,17.3,4.9399999999999995,8.01,17.3,17.3,4.9399999999999995,8.01,16.400000000000023
4911,11NPSWRD_WQX-PRSF_WQ_MTL7_20150318_4m_F,15.3,1.0,15.3,4.9399999999999995,7.55,PRSF_WQ,2015-03-18,-122.47119,37.78806,2015,3,18,2,0,16.4,16.4,4.9399999999999995,7.74,16.4,16.4,4.9399999999999995,7.74,15.299999999999972
4912,11NPSWRD_WQX-PRSF_WQ_MTL7_20150318_F^01,17.8,1.0,17.8,4.9399999999999995,8.03,PRSF_WQ,2015-03-18,-122.47119,37.78806,2015,3,18,2,0,15.3,15.3,4.9399999999999995,7.55,15.3,15.3,4.9399999999999995,7.55,17.80689999999997
4913,11NPSWRD_WQX-PRSF_WQ_MTL7_20150415_1m_F,18.0,1.0,18.0,4.9399999999999995,8.05,PRSF_WQ,2015-04-15,-122.47119,37.78806,2015,4,15,2,0,17.8,17.8,4.9399999999999995,8.03,17.8,17.8,4.9399999999999995,8.03,18.0003
4914,11NPSWRD_WQX-PRSF_WQ_MTL7_20150415_2m_F,17.9,1.0,17.9,4.9399999999999995,8.03,PRSF_WQ,2015-04-15,-122.47119,37.78806,2015,4,15,2,0,18.0,18.0,4.9399999999999995,8.05,18.0,18.0,4.9399999999999995,8.05,17.89930000000003
4915,11NPSWRD_WQX-PRSF_WQ_MTL7_20150415_3m_F,17.8,1.0,17.8,4.9399999999999995,7.99,PRSF_WQ,2015-04-15,-122.47119,37.78806,2015,4,15,2,0,17.9,17.9,4.9399999999999995,8.03,17.9,17.9,4.9399999999999995,8.03,17.80389999999997
4916,11NPSWRD_WQX-PRSF_WQ_MTL7_20150415_F^01,18.4,1.0,18.4,4.9399999999999995,8.08,PRSF_WQ,2015-04-15,-122.47119,37.78806,2015,4,15,2,0,17.8,17.8,4.9399999999999995,7.99,17.8,17.8,4.9399999999999995,7.99,18.40000000000003
4917,11NPSWRD_WQX-PRSF_WQ_MTL7_20150519_1m_F,17.4,1.0,17.4,4.9399999999999995,8.48,PRSF_WQ,2015-05-19,-122.47119,37.78806,2015,5,19,1,0,18.4,18.4,4.9399999999999995,8.08,18.4,18.4,4.9399999999999995,8.08,17.40010000000003
4918,11NPSWRD_WQX-PRSF_WQ_MTL7_20150519_2m_F,17.4,1.0,17.4,4.9399999999999995,8.47,PRSF_WQ,2015-05-19,-122.47119,37.78806,2015,5,19,1,0,17.4,17.4,4.9399999999999995,8.48,17.4,17.4,4.9399999999999995,8.48,17.40010000000003
4919,11NPSWRD_WQX-PRSF_WQ_MTL7_20150519_3m_F,17.4,1.0,17.4,4.9399999999999995,8.46,PRSF_WQ,2015-05-19,-122.47119,37.78806,2015,5,19,1,0,17.4,17.4,4.9399999999999995,8.47,17.4,17.4,4.9399999999999995,8.47,17.40010000000003
4920,11NPSWRD_WQX-PRSF_WQ_MTL7_20150519_4m_F,17.3,1.0,17.3,4.9399999999999995,8.41,PRSF_WQ,2015-05-19,-122.47119,37.78806,2015,5,19,1,0,17.4,17.4,4.9399999999999995,8.46,17.4,17.4,4.9399999999999995,8.46,17.29999999999997
4921,11NPSWRD_WQX-PRSF_WQ_MTL7_20150519_F^01,17.5,1.0,17.5,4.9399999999999995,8.5,PRSF_WQ,2015-05-19,-122.47119,37.78806,2015,5,19,1,0,17.3,17.3,4.9399999999999995,8.41,17.3,17.3,4.9399999999999995,8.41,17.5
4922,11NPSWRD_WQX-PRSF_WQ_MTL7_20150616_1m_F,19.1,1.0,19.1,4.9399999999999995,8.09,PRSF_WQ,2015-06-16,-122.47119,37.78806,2015,6,16,1,0,17.5,17.5,4.9399999999999995,8.5,17.5,17.5,4.9399999999999995,8.5,19.10259999999997
4923,11NPSWRD_WQX-PRSF_WQ_MTL7_20150616_2m_F,19.1,1.0,19.1,4.9399999999999995,8.08,PRSF_WQ,2015-06-16,-122.47119,37.78806,2015,6,16,1,0,19.1,19.1,4.9399999999999995,8.09,19.1,19.1,4.9399999999999995,8.09,19.10259999999997
4924,11NPSWRD_WQX-PRSF_WQ_MTL7_20150616_3m_F,19.0,1.0,19.0,4.9399999999999995,8.07,PRSF_WQ,2015-06-16,-122.47119,37.78806,2015,6,16,1,0,19.1,19.1,4.9399999999999995,8.08,19.1,19.1,4.9399999999999995,8.08,18.9997
4925,11NPSWRD_WQX-PRSF_WQ_MTL7_20150616_4m_F,19.0,1.0,19.0,4.9399999999999995,8.04,PRSF_WQ,2015-06-16,-122.47119,37.78806,2015,6,16,1,0,19.0,19.0,4.9399999999999995,8.07,19.0,19.0,4.9399999999999995,8.07,18.9997
4926,11NPSWRD_WQX-PRSF_WQ_MTL7_20150616_F^01,19.3,1.0,19.3,4.9399999999999995,8.08,PRSF_WQ,2015-06-16,-122.47119,37.78806,2015,6,16,1,0,19.0,19.0,4.9399999999999995,8.04,19.0,19.0,4.9399999999999995,8.04,19.29949999999997
4927,11NPSWRD_WQX-PRSF_WQ_MTL7_20150715_1m_F,23.0,1.0,23.0,4.9399999999999995,8.8,PRSF_WQ,2015-07-15,-122.47119,37.78806,2015,7,15,2,0,19.3,19.3,4.9399999999999995,8.08,19.3,19.3,4.9399999999999995,8.08,23.011099999999995
4928,11NPSWRD_WQX-PRSF_WQ_MTL7_20150715_2m_F,22.9,1.0,22.9,4.9399999999999995,8.79,PRSF_WQ,2015-07-15,-122.47119,37.78806,2015,7,15,2,0,23.0,23.0,4.9399999999999995,8.8,23.0,23.0,4.9399999999999995,8.8,22.865000000000027
4929,11NPSWRD_WQX-PRSF_WQ_MTL7_20150715_3m_F,22.8,1.0,22.8,4.9399999999999995,8.77,PRSF_WQ,2015-07-15,-122.47119,37.78806,2015,7,15,2,0,22.9,22.9,4.9399999999999995,8.79,22.9,22.9,4.9399999999999995,8.79,22.800999999999995
4930,11NPSWRD_WQX-PRSF_WQ_MTL7_20150715_4m_F,22.6,1.0,22.6,4.9399999999999995,8.76,PRSF_WQ,2015-07-15,-122.47119,37.78806,2015,7,15,2,0,22.8,22.8,4.9399999999999995,8.77,22.8,22.8,4.9399999999999995,8.77,22.59899999999996
4931,11NPSWRD_WQX-PRSF_WQ_MTL7_20150715_F^01,23.4,1.0,23.4,4.9399999999999995,8.84,PRSF_WQ,2015-07-15,-122.47119,37.78806,2015,7,15,2,0,22.6,22.6,4.9399999999999995,8.76,22.6,22.6,4.9399999999999995,8.76,23.45470000000002
4932,11NPSWRD_WQX-PRSF_WQ_MTL7_20150819_1m_F,22.8,1.0,22.8,4.9399999999999995,8.61,PRSF_WQ,2015-08-19,-122.47119,37.78806,2015,8,19,2,0,23.4,23.4,4.9399999999999995,8.84,23.4,23.4,4.9399999999999995,8.84,22.79999999999999
4933,11NPSWRD_WQX-PRSF_WQ_MTL7_20150819_2m_F,22.8,1.0,22.8,4.9399999999999995,8.61,PRSF_WQ,2015-08-19,-122.47119,37.78806,2015,8,19,2,0,22.8,22.8,4.9399999999999995,8.61,22.8,22.8,4.9399999999999995,8.61,22.79999999999999
4934,11NPSWRD_WQX-PRSF_WQ_MTL7_20150819_3m_F,22.8,1.0,22.8,4.9399999999999995,8.61,PRSF_WQ,2015-08-19,-122.47119,37.78806,2015,8,19,2,0,22.8,22.8,4.9399999999999995,8.61,22.8,22.8,4.9399999999999995,8.61,22.79999999999999
4935,11NPSWRD_WQX-PRSF_WQ_MTL7_20150819_4m_F,22.8,1.0,22.8,4.9399999999999995,8.61,PRSF_WQ,2015-08-19,-122.47119,37.78806,2015,8,19,2,0,22.8,22.8,4.9399999999999995,8.61,22.8,22.8,4.9399999999999995,8.61,22.79999999999999
4936,11NPSWRD_WQX-PRSF_WQ_MTL7_20150819_F^01,22.8,1.0,22.8,4.9399999999999995,8.61,PRSF_WQ,2015-08-19,-122.47119,37.78806,2015,8,19,2,0,22.8,22.8,4.9399999999999995,8.61,22.8,22.8,4.9399999999999995,8.61,22.79999999999999
4937,11NPSWRD_WQX-PRSF_WQ_MTL7_20150915_1m_F,20.4,1.0,20.4,4.9399999999999995,8.49,PRSF_WQ,2015-09-15,-122.47119,37.78806,2015,9,15,1,0,22.8,22.8,4.9399999999999995,8.61,22.8,22.8,4.9399999999999995,8.61,20.400000000000038
4938,11NPSWRD_WQX-PRSF_WQ_MTL7_20150915_2m_F,20.4,1.0,20.4,4.9399999999999995,8.48,PRSF_WQ,2015-09-15,-122.47119,37.78806,2015,9,15,1,0,20.4,20.4,4.9399999999999995,8.49,20.4,20.4,4.9399999999999995,8.49,20.400000000000038
4939,11NPSWRD_WQX-PRSF_WQ_MTL7_20150915_3m_F,20.4,1.0,20.4,4.9399999999999995,8.47,PRSF_WQ,2015-09-15,-122.47119,37.78806,2015,9,15,1,0,20.4,20.4,4.9399999999999995,8.48,20.4,20.4,4.9399999999999995,8.48,20.400000000000038
4940,11NPSWRD_WQX-PRSF_WQ_MTL7_20150915_F^01,20.4,1.0,20.4,4.9399999999999995,8.49,PRSF_WQ,2015-09-15,-122.47119,37.78806,2015,9,15,1,0,20.4,20.4,4.9399999999999995,8.47,20.4,20.4,4.9399999999999995,8.47,20.400000000000038
4941,11NPSWRD_WQX-PRSF_WQ_MTL7_20151021_1m_F,20.1,1.0,20.1,4.9399999999999995,8.58,PRSF_WQ,2015-10-21,-122.47119,37.78806,2015,10,21,2,0,20.4,20.4,4.9399999999999995,8.49,20.4,20.4,4.9399999999999995,8.49,20.100299999999965
4942,11NPSWRD_WQX-PRSF_WQ_MTL7_20151021_2m_F,20.1,1.0,20.1,4.9399999999999995,8.58,PRSF_WQ,2015-10-21,-122.47119,37.78806,2015,10,21,2,0,20.1,20.1,4.9399999999999995,8.58,20.1,20.1,4.9399999999999995,8.58,20.100299999999965
4943,11NPSWRD_WQX-PRSF_WQ_MTL7_20151021_3m_F,20.0,1.0,20.0,4.9399999999999995,8.57,PRSF_WQ,2015-10-21,-122.47119,37.78806,2015,10,21,2,0,20.1,20.1,4.9399999999999995,8.58,20.1,20.1,4.9399999999999995,8.58,19.999200000000002
4944,11NPSWRD_WQX-PRSF_WQ_MTL7_20151021_F^01,20.6,1.0,20.6,4.9399999999999995,8.6,PRSF_WQ,2015-10-21,-122.47119,37.78806,2015,10,21,2,0,20.0,20.0,4.9399999999999995,8.57,20.0,20.0,4.9399999999999995,8.57,20.599599999999963
4945,11NPSWRD_WQX-PRSF_WQ_MTL7_20151118_1m_F,13.8,1.0,13.8,4.9399999999999995,8.01,PRSF_WQ,2015-11-18,-122.47119,37.78806,2015,11,18,2,0,20.6,20.6,4.9399999999999995,8.6,20.6,20.6,4.9399999999999995,8.6,13.799999999999976
4946,11NPSWRD_WQX-PRSF_WQ_MTL7_20151118_2m_F,13.8,1.0,13.8,4.9399999999999995,8.01,PRSF_WQ,2015-11-18,-122.47119,37.78806,2015,11,18,2,0,13.8,13.8,4.9399999999999995,8.01,13.8,13.8,4.9399999999999995,8.01,13.799999999999976
4947,11NPSWRD_WQX-PRSF_WQ_MTL7_20151118_3m_F,13.8,1.0,13.8,4.9399999999999995,8.01,PRSF_WQ,2015-11-18,-122.47119,37.78806,2015,11,18,2,0,13.8,13.8,4.9399999999999995,8.01,13.8,13.8,4.9399999999999995,8.01,13.799999999999976
4948,11NPSWRD_WQX-PRSF_WQ_MTL7_20151118_4m_F,13.7,1.0,13.7,4.9399999999999995,8.0,PRSF_WQ,2015-11-18,-122.47119,37.78806,2015,11,18,2,0,13.8,13.8,4.9399999999999995,8.01,13.8,13.8,4.9399999999999995,8.01,13.700000000000024
4949,11NPSWRD_WQX-PRSF_WQ_MTL7_20151118_F^01,14.0,1.0,14.0,4.9399999999999995,8.01,PRSF_WQ,2015-11-18,-122.47119,37.78806,2015,11,18,2,0,13.7,13.7,4.9399999999999995,8.0,13.7,13.7,4.9399999999999995,8.0,14.0
4950,11NPSWRD_WQX-PRSF_WQ_MTL7_20160322_1m_F,16.2,1.0,16.2,4.9399999999999995,7.73,PRSF_WQ,2016-03-22,-122.47119,37.78806,2016,3,22,1,0,14.0,14.0,4.9399999999999995,8.01,14.0,14.0,4.9399999999999995,8.01,16.200000000000028
4951,11NPSWRD_WQX-PRSF_WQ_MTL7_20160322_2m_F,16.2,1.0,16.2,4.9399999999999995,7.73,PRSF_WQ,2016-03-22,-122.47119,37.78806,2016,3,22,1,0,16.2,16.2,4.9399999999999995,7.73,16.2,16.2,4.9399999999999995,7.73,16.200000000000028
4952,11NPSWRD_WQX-PRSF_WQ_MTL7_20160322_3m_F,16.2,1.0,16.2,4.9399999999999995,7.72,PRSF_WQ,2016-03-22,-122.47119,37.78806,2016,3,22,1,0,16.2,16.2,4.9399999999999995,7.73,16.2,16.2,4.9399999999999995,7.73,16.200000000000028
4953,11NPSWRD_WQX-PRSF_WQ_MTL7_20160322_4m_F,16.1,1.0,16.1,4.9399999999999995,7.71,PRSF_WQ,2016-03-22,-122.47119,37.78806,2016,3,22,1,0,16.2,16.2,4.9399999999999995,7.72,16.2,16.2,4.9399999999999995,7.72,16.099999999999977
