OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940427_553696,Sample-Routine,Water,,1994-04-27,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742538982,,as CaCO3,Calcium,Total,32.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 32.3",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-04-27,,,,,,,2018-11-08T14:14:58,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940322_553519,Sample-Routine,Water,,1994-03-22,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544106,,,Sodium,Total,28.5,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 28.5",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-03-22,,,,,,,2018-11-08T14:15:24,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940517_553712,Sample-Routine,Water,,1994-05-17,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539197,,,Sodium,Total,35.4,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 35.4",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-05-17,,,,,,,2018-11-08T14:15:00,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ICB94_ML2_19940316_553073,Sample-Routine,Water,,1994-03-16,10:30:00,PST,,,,,1.64,ft,,,,,,GOGA0007,Mountain Lake Monitoring Report November 1993-October 1994,,11NPSWRD_WQX-GOGA_ICB94_ML2,EAST PART OF MOUNTAIN LAKE,,,,,37.7879722000,-122.4690556000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742531188,,,Potassium,Dissolved,2.075,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00935][Description: POTASSIUM, DISSOLVED (MG/L AS K)][Value: 2.075",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-03-16,,,,,,,2018-11-08T13:52:08,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940630_553752,Sample-Routine,Water,,1994-06-30,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539739,,,Sodium,Total,34.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 34.1",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-30,,,,,,,2018-11-08T14:15:03,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940428_553698,Sample-Routine,Water,,1994-04-28,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539009,,,Potassium,Total,2.8,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.8",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-04-28,,,,,,,2018-11-08T14:14:58,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940712_553759,Sample-Routine,Water,,1994-07-12,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539840,,,Magnesium,Total,37.9,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 37.9",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-07-12,,,,,,,2018-11-08T14:15:04,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940714_553763,Sample-Routine,Water,,1994-07-14,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539886,,,Magnesium,Total,43.9,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 43.9",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-07-14,,,,,,,2018-11-08T14:15:04,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940727_553615,Sample-Routine,Water,,1994-07-27,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545438,,,Potassium,Total,2.7,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.7",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-07-27,,,,,,,2018-11-08T14:15:34,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940713_553603,Sample-Routine,Water,,1994-07-13,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545278,,as CaCO3,Calcium,Total,29,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 29",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-07-13,,,,,,,2018-11-08T14:15:33,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940714_553763,Sample-Routine,Water,,1994-07-14,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539890,,,Sodium,Total,38.6,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 38.6",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-07-14,,,,,,,2018-11-08T14:15:04,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940505_553704,Sample-Routine,Water,,1994-05-05,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539098,,as CaCO3,Calcium,Total,28.8,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 28.8",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-05-05,,,,,,,2018-11-08T14:14:59,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940427_553538,Sample-Routine,Water,,1994-04-27,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544381,,,Potassium,Total,3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 3",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-04-27,,,,,,,2018-11-08T14:15:26,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940708_553600,Sample-Routine,Water,,1994-07-08,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545235,,as CaCO3,Calcium,Total,29.4,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 29.4",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-07-08,,,,,,,2018-11-08T14:15:33,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940603_553728,Sample-Routine,Water,,1994-06-03,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539429,,as CaCO3,Calcium,Total,29,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 29",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-03,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940629_553592,Sample-Routine,Water,,1994-06-29,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545125,,,Potassium,Total,2.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.1",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-29,,,,,,,2018-11-08T14:15:32,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ICB94_ML2_19940615_553078,Sample-Routine,Water,,1994-06-15,10:00:00,PDT,,,,,1.64,ft,,,,,,GOGA0007,Mountain Lake Monitoring Report November 1993-October 1994,,11NPSWRD_WQX-GOGA_ICB94_ML2,EAST PART OF MOUNTAIN LAKE,,,,,37.7879722000,-122.4690556000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742531214,,,Magnesium,Dissolved,37.151,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00925][Description: MAGNESIUM, DISSOLVED (MG/L AS MG)][Value: 37.151",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-15,,,,,,,2018-11-08T13:52:08,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940509_553548,Sample-Routine,Water,,1994-05-09,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544511,,,Sodium,Total,34.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 34.3",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-05-09,,,,,,,2018-11-08T14:15:27,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940428_553540,Sample-Routine,Water,,1994-04-28,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544412,,as CaCO3,Calcium,Total,29.9,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 29.9",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-04-28,,,,,,,2018-11-08T14:15:26,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940321_553517,Sample-Routine,Water,,1994-03-21,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544091,,,Potassium,Total,1.9,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 1.9",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-03-21,,,,,,,2018-11-08T14:15:24,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940727_553773,Sample-Routine,Water,,1994-07-27,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742540039,,as CaCO3,Calcium,Total,27.4,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 27.4",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-07-27,,,,,,,2018-11-08T14:15:05,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940627_553590,Sample-Routine,Water,,1994-06-27,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742545083,,,Magnesium,Total,38.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 38.1",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-27,,,,,,,2018-11-08T14:15:32,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940419_553690,Sample-Routine,Water,,1994-04-19,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742538895,,as CaCO3,Calcium,Total,30.3,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 30.3",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-04-19,,,,,,,2018-11-08T14:14:57,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940609_553732,Sample-Routine,Water,,1994-06-09,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539471,,,Sodium,Total,36,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 36",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-06-09,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940609_553732,Sample-Routine,Water,,1994-06-09,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539485,,as CaCO3,Calcium,Total,31.1,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00916][Description: CALCIUM, TOTAL (MG/L AS CA)][Value: 31.1",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-06-09,,,,,,,2018-11-08T14:15:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940503_553702,Sample-Routine,Water,,1994-05-03,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742539067,,,Potassium,Total,2.5,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.5",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-05-03,,,,,,,2018-11-08T14:14:58,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940323_553520,Sample-Routine,Water,,1994-03-23,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544128,,,Magnesium,Total,36.7,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00927][Description: MAGNESIUM, TOTAL (MG/L AS MG)][Value: 36.7",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-03-23,,,,,,,2018-11-08T14:15:24,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCC_19940321_553674,Sample-Routine,Water,,1994-03-21,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCC,LOBOS CREEK CONTROL,,,,,37.7875000000,-122.4826111000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742538663,,,Sodium,Total,35.2,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00929][Description: SODIUM, TOTAL (MG/L AS NA)][Value: 35.2",,,,,,,,,,NPS_LEGACY,11NPSWRD_WQX,LEGACY,,,,1994-03-21,,,,,,,2018-11-08T14:14:56,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GOGA_ORION_LCS_19940524_553562,Sample-Routine,Water,,1994-05-24,,,,,,,,,,,,,,GOGA0016,Richmond Transport Facilities Construction Project-1997,,11NPSWRD_WQX-GOGA_ORION_LCS,LOBOS CREEK SQUIRREL CAGE,,,,,37.7881667000,-122.4827778000,NPS_LEGACY,11NPSWRD_WQX,LEGACY,Unknown; 19--              ; No Cite - Method Not Cited; Unknown; Vol --,Miscellaneous (Other),STORET-742544712,,,Potassium,Total,2.4,mg/L,,Final,,Actual,,,,,,,,,,"Old STORET Parameter Code: 00937][Description: POTASSIUM, TOTAL MG/L AS  K)][Value: 2.4",,,,,,,,,,NPS_UNSPECIFIED,11NPSWRD_WQX,Unknown or Unspecified Procedure,,,,1994-05-24,,,,,,,2018-11-08T14:15:29,STORET
