OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,BinaryObjectFileName,BinaryObjectFileTypeCode,ActivityFileUrl,ActivityMetricUrl,ActivityGroupUrl,ProviderName
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2686941,Sample-Routine,Water,,2021-05-24,11:47:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790630,Sample-Routine,Water,,2022-09-26,12:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2876353,Sample-Routine,Water,,2023-10-02,11:53:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2681314,Sample-Routine,Water,,2021-05-10,12:44:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2580646,Sample-Routine,Water,,2020-03-23,11:56:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743665,Sample-Routine,Water,,2022-01-03,12:37:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730050,Sample-Routine,Water,,2021-09-20,13:18:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761776,Sample-Routine,Water,,2022-04-13,10:58:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2846121,Sample-Routine,Water,,2023-05-15,10:06:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2697438,Sample-Routine,Water,,2021-07-12,13:32:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761748,Sample-Routine,Water,,2022-04-11,09:51:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,MF colony count exceeds the method counting range.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),MF colony count exceeds the method counting range.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2585750,Sample-Routine,Water,,2020-04-20,11:20:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743678,Sample-Routine,Water,,2022-01-05,12:28:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790272,Sample-Routine,Water,,2022-08-22,11:01:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2943606,Sample-Routine,Water,,2024-03-04,09:34:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2738813,Sample-Routine,Water,,2021-12-06,12:54:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2887863,Sample-Routine,Water,,2023-11-13,11:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2870830,Sample-Routine,Water,,2023-09-05,11:14:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776142,Sample-Routine,Water,,2022-06-06,09:15:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2580638,Sample-Routine,Water,,2020-03-23,12:17:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2627711,Sample-Routine,Water,,2020-09-21,10:48:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2898973,Sample-Routine,Water,,2023-12-13,10:10:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2686956,Sample-Routine,Water,,2021-05-24,12:48:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2846156,Sample-Routine,Water,,2023-05-22,13:25:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2676989,Sample-Routine,Water,,2021-04-26,13:21:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2748592,Sample-Routine,Water,,2022-01-18,12:24:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788084,Sample-Routine,Water,,2022-07-25,12:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2592880,Sample-Routine,Water,,2020-05-18,10:35:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790292,Sample-Routine,Water,,2022-08-15,12:54:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730034,Sample-Routine,Water,,2021-09-13,09:42:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2758233,Sample-Routine,Water,,2022-03-29,10:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2646779,Sample-Routine,Water,,2020-12-14,11:22:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2677003,Sample-Routine,Water,,2021-04-26,12:30:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761762,Sample-Routine,Water,,2022-04-11,10:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2599863,Sample-Routine,Water,,2020-06-08,13:49:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2615358,Sample-Routine,Water,,2020-08-10,08:07:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2672805,Sample-Routine,Water,,2021-04-05,10:15:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2785722,Sample-Routine,Water,,2022-07-11,12:40:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2661171,Sample-Routine,Water,,2021-02-10,10:05:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2859670,Sample-Routine,Water,,2023-07-24,12:25:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2616244,Sample-Routine,Water,,2020-08-17,14:05:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782720,Sample-Routine,Water,,2022-06-21,08:25:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144446966,Sample-Routine,Water,,2020-05-19,09:05:00,PST,,,,,,,,,,,,ACCWP_CSM_WY2020,,CEDEN-205R04911,,,,,37.5353000000,-122.0230000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730115,Sample-Routine,Water,,2021-10-06,14:10:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2943647,Sample-Routine,Water,,2024-02-21,09:35:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2729936,Sample-Routine,Water,,2021-08-16,08:54:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782763,Sample-Routine,Water,,2022-06-27,11:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2876344,Sample-Routine,Water,,2023-10-02,11:26:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2887870,Sample-Routine,Water,,2023-11-13,11:20:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2584903,Sample-Routine,Water,,2020-04-13,08:18:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2754131,Sample-Routine,Water,,2022-03-02,10:20:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743657,Sample-Routine,Water,,2022-01-03,11:47:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
