OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238055,,,,Bed sediment particle size,Bed Sediment,16,%,,Accepted,,Actual,,,,< 1 mm,,,,,,,80168,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238056,,,,Bed sediment particle size,Bed Sediment,21,%,,Accepted,,Actual,,,,< 2 mm,,,,,,,80169,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238057,,,,Bed sediment particle size,Bed Sediment,33,%,,Accepted,,Actual,,,,< 4 mm,,,,,,,80170,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238058,,,,Bed sediment particle size,Bed Sediment,57,%,,Accepted,,Actual,,,,< 8 mm,,,,,,,80171,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238059,,,,Bed sediment particle size,Bed Sediment,99,%,,Accepted,,Actual,,,,< 16 mm,,,,,,,80172,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238060,,,,Bed sediment particle size,Bed Sediment,100,%,,Accepted,,Actual,,,,< 32 mm,,,,,,,80173,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238063,,,,Bed sediment particle size,Bed Sediment,557.5000,g,,Accepted,,Actual,Dry,,,0.063-4mm,,,,,,,91161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02105025,2021-02-10,15:36:00,PST,USGS-11176145,NWIS-123238064,,,,Bed sediment particle size,Bed Sediment,970.9000,g,,Accepted,,Actual,Dry,,,,,,,,,,91162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-01-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200806,2021-12-29,15:56:00,PST,USGS-11181040,NWIS-125166071,,,,Suspended Sediment Concentration (SSC),Suspended,95,%,,Accepted,mean,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-07-26,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200806,2021-12-29,15:56:00,PST,USGS-11181040,NWIS-125166073,,,,Suspended Sediment Concentration (SSC),Suspended,222,mg/l,,Accepted,mean,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-07-26,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101642,2021-01-27,10:49:00,PST,USGS-11179000,NWIS-122527467,,,,"Temperature, water",,8.4,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101642,2021-01-27,10:49:00,PST,USGS-11179000,NWIS-122527468,,,,Number of sampling points,,1,count,,Accepted,,Actual,,,,,,,,,,,00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101642,2021-01-27,10:49:00,PST,USGS-11179000,NWIS-122527469,,,,Suspended Sediment Concentration (SSC),Suspended,99,%,,Accepted,,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2021-07-29,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101642,2021-01-27,10:49:00,PST,USGS-11179000,NWIS-122527471,,,,Suspended Sediment Concentration (SSC),Suspended,287,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2021-07-29,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101642,2021-01-27,10:49:00,PST,USGS-11179000,NWIS-122527474,,,,Sediment,Suspended,0.0783,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2021-07-29,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101642,2021-01-27,10:49:00,PST,USGS-11179000,NWIS-122527475,,,,Sediment,Suspended,0.0772,g,,Accepted,,Actual,Dry,,,<0.063 mm,,,,,,,91158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2021-07-29,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02101642,2021-01-27,10:49:00,PST,USGS-11179000,NWIS-122527476,,,,Sediment,Suspended,0.0011,g,,Accepted,,Actual,Dry,,,>0.063 mm,,,,,,,91159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2021-07-29,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119223,,,,Number of sampling points,,1,count,,Accepted,,Actual,,,,,,,,,,,00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119225,,,,Bed sediment particle size,Bed Sediment,2,%,,Accepted,,Actual,,,,< 0.0625 mm,,,,,,,80164,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119226,,,,Bed sediment particle size,Bed Sediment,5,%,,Accepted,,Actual,,,,< 0.125 mm,,,,,,,80165,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119227,,,,Bed sediment particle size,Bed Sediment,8,%,,Accepted,,Actual,,,,< 0.25 mm,,,,,,,80166,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119228,,,,Bed sediment particle size,Bed Sediment,13,%,,Accepted,,Actual,,,,< 0.5 mm,,,,,,,80167,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119229,,,,Bed sediment particle size,Bed Sediment,30,%,,Accepted,,Actual,,,,< 1 mm,,,,,,,80168,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119230,,,,Bed sediment particle size,Bed Sediment,55,%,,Accepted,,Actual,,,,< 2 mm,,,,,,,80169,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119231,,,,Bed sediment particle size,Bed Sediment,81,%,,Accepted,,Actual,,,,< 4 mm,,,,,,,80170,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119232,,,,Bed sediment particle size,Bed Sediment,96,%,,Accepted,,Actual,,,,< 8 mm,,,,,,,80171,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119233,,,,Bed sediment particle size,Bed Sediment,100,%,,Accepted,,Actual,,,,< 16 mm,,,,,,,80172,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119236,,,,Bed sediment particle size,Bed Sediment,213.2000,g,,Accepted,,Actual,Dry,,,0.063-4mm,,,,,,,91161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103184,2021-04-21,12:10:00,PDT,USGS-11176900,NWIS-123119237,,,,Bed sediment particle size,Bed Sediment,679.9000,g,,Accepted,,Actual,Dry,,,,,,,,,,91162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201253,2021-12-30,15:25:00,PST,USGS-11176900,NWIS-125367291,,,,"Temperature, water",,10.6,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201253,2021-12-30,15:25:00,PST,USGS-11176900,NWIS-125367293,,,,Suspended Sediment Concentration (SSC),Suspended,51,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED10,USGS,Sediment conc by filtration,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-07-12,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02201253,2021-12-30,15:25:00,PST,USGS-11176900,NWIS-125367296,,,,Sediment,Suspended,0.0695,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-07-12,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200623,2021-10-26,06:34:00,PDT,USGS-11176090,NWIS-125353840,,,,Suspended Sediment Concentration (SSC),Suspended,13,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED10,USGS,Sediment conc by filtration,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-03-18,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200623,2021-10-26,06:34:00,PDT,USGS-11176090,NWIS-125353843,,,,Sediment,Suspended,0.0042,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-03-18,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200507,2021-10-25,14:15:00,PDT,USGS-11176145,NWIS-125283731,,,,"Temperature, water",,15.6,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200507,2021-10-25,14:15:00,PDT,USGS-11176145,NWIS-125283732,,,,Number of sampling points,,20,count,,Accepted,,Actual,,,,,,,,,,,00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200507,2021-10-25,14:15:00,PDT,USGS-11176145,NWIS-125283733,,,,Suspended Sediment Concentration (SSC),Suspended,95,%,,Accepted,mean,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-03-18,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200507,2021-10-25,14:15:00,PDT,USGS-11176145,NWIS-125283735,,,,Suspended Sediment Concentration (SSC),Suspended,69,mg/l,,Accepted,mean,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-03-18,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200913,2021-12-14,16:43:00,PST,USGS-11179000,NWIS-125394472,,,,"Temperature, water",,10.5,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200913,2021-12-14,16:43:00,PST,USGS-11179000,NWIS-125394473,,,,Number of sampling points,,1,count,,Accepted,,Actual,,,,,,,,,,,00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200913,2021-12-14,16:43:00,PST,USGS-11179000,NWIS-125394474,,,,Suspended Sediment Concentration (SSC),Suspended,98,%,,Accepted,,Actual,,,,< 0.0625 mm,,,,,,,70331,,,,,,,,,,,,,,,,,,,,,,,,,,,SED30,USGS,Wet sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-04-08,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200913,2021-12-14,16:43:00,PST,USGS-11179000,NWIS-125394476,,,,Suspended Sediment Concentration (SSC),Suspended,53,mg/l,,Accepted,,Actual,,,,,,,,,,,80154,,,,,,,,,,,,,,,,,,,,,,,,,,,SED16,USGS,Sediment conc from size analysis,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-04-08,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200913,2021-12-14,16:43:00,PST,USGS-11179000,NWIS-125394479,,,,Sediment,Suspended,0.0189,g,,Accepted,,Actual,Dry,,,,,,,,,,91157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-04-08,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200913,2021-12-14,16:43:00,PST,USGS-11179000,NWIS-125394480,,,,Sediment,Suspended,0.0186,g,,Accepted,,Actual,Dry,,,<0.063 mm,,,,,,,91158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-04-08,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02200913,2021-12-14,16:43:00,PST,USGS-11179000,NWIS-125394481,,,,Sediment,Suspended,0.0003,g,,Accepted,,Actual,Dry,,,>0.063 mm,,,,,,,91159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-04-08,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119187,,,,Number of sampling points,,1,count,,Accepted,,Actual,,,,,,,,,,,00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119189,,Not Detected,,Bed sediment particle size,Bed Sediment,,,,Accepted,,Actual,,,,< 0.0625 mm,,,,,,,80164,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,,,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119190,,Not Detected,,Bed sediment particle size,Bed Sediment,,,,Accepted,,Actual,,,,< 0.125 mm,,,,,,,80165,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119191,,,,Bed sediment particle size,Bed Sediment,1,%,,Accepted,,Actual,,,,< 0.25 mm,,,,,,,80166,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119192,,,,Bed sediment particle size,Bed Sediment,4,%,,Accepted,,Actual,,,,< 0.5 mm,,,,,,,80167,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119193,,,,Bed sediment particle size,Bed Sediment,10,%,,Accepted,,Actual,,,,< 1 mm,,,,,,,80168,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119194,,,,Bed sediment particle size,Bed Sediment,14,%,,Accepted,,Actual,,,,< 2 mm,,,,,,,80169,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119195,,,,Bed sediment particle size,Bed Sediment,18,%,,Accepted,,Actual,,,,< 4 mm,,,,,,,80170,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119196,,,,Bed sediment particle size,Bed Sediment,25,%,,Accepted,,Actual,,,,< 8 mm,,,,,,,80171,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119197,,,,Bed sediment particle size,Bed Sediment,53,%,,Accepted,,Actual,,,,< 16 mm,,,,,,,80172,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119198,,,,Bed sediment particle size,Bed Sediment,79,%,,Accepted,,Actual,,,,< 32 mm,,,,,,,80173,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119199,,,,Bed sediment particle size,Bed Sediment,100,%,,Accepted,,Actual,,,,< 64 mm,,,,,,,80174,,,,,,,,,,,,,,,,,,,,,,,,,,,SED02,USGS,Dry sieve,,,USGS OSW Tech Memo 2004.01,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119202,,,,Bed sediment particle size,Bed Sediment,3541.700,g,,Accepted,,Actual,Dry,,,0.063-4mm,,,,,,,91161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,nwisca.01.02103182,2021-04-21,12:08:00,PDT,USGS-11176900,NWIS-123119203,,,,Bed sediment particle size,Bed Sediment,4554.500,g,,Accepted,,Actual,Dry,,,,,,,,,,91162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS-Sediment Analysis Laboratory, Santa Cruz, California",2022-02-11,,,,,,,,,,,,,,NWIS
