OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W13J007M,07S01W13J007M,Other-Surface Water,,18050003,,,,,37.3232000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W13K001M,07S01W13K001M,Other-Surface Water,,18050003,,,,,37.3232000000,-121.9231000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W13K003M,07S01W13K003M,Other-Surface Water,,18050003,,,,,37.3232000000,-121.9231000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W13K004M,07S01W13K004M,Other-Surface Water,,18050003,,,,,37.3232000000,-121.9231000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W16A001M,07S01W16A001M,Other-Surface Water,,18050003,,,,,37.3304000000,-121.9735000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W16H001M,07S01W16H001M,Other-Surface Water,,18050003,,,,,37.3268000000,-121.9735000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W18G001M,07S01W18G001M,Other-Surface Water,,18050003,,,,,37.3268000000,-122.0146000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W18N001M,07S01W18N001M,Other-Surface Water,,18050003,,,,,37.3196000000,-122.0237000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W20B001M,07S01W20B001M,Other-Surface Water,,18050003,,,,,37.3160000000,-121.9963000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E001M,07S01W22E001M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E002M,07S01W22E002M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E004M,07S01W22E004M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E005M,07S01W22E005M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E006M,07S01W22E006M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E008M,07S01W22E008M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E009M,07S01W22E009M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E010M,07S01W22E010M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E011M,07S01W22E011M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E012M,07S01W22E012M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E013M,07S01W22E013M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22E014M,07S01W22E014M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22F001M,07S01W22F001M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22F002M,07S01W22F002M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22G001M,07S01W22G001M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9597000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W22R001M,07S01W22R001M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9552000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23A002M,07S01W23A002M,Other-Surface Water,,18050003,,,,,37.3160000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23J001M,07S01W23J001M,Other-Surface Water,,18050003,,,,,37.3088000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23R001M,07S01W23R001M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23R002M,07S01W23R002M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23R003M,07S01W23R003M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23R004M,07S01W23R004M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23R005M,07S01W23R005M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23R007M,07S01W23R007M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W23R008M,07S01W23R008M,Other-Surface Water,,18050003,,,,,37.3052000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W24H002M,07S01W24H002M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W24J002M,07S01W24J002M,Other-Surface Water,,18050003,,,,,37.3088000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W24J003M,07S01W24J003M,Other-Surface Water,,18050003,,,,,37.3088000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W24J004M,07S01W24J004M,Other-Surface Water,,18050003,,,,,37.3088000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W25A002M,07S01W25A002M,Other-Surface Water,,18050003,,,,,37.3015000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W25J003M,07S01W25J003M,Other-Surface Water,,18050003,,,,,37.2943000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W26E001M,07S01W26E001M,Other-Surface Water,,18050003,,,,,37.2979000000,-121.9505000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W26R002M,07S01W26R002M,Other-Surface Water,,18050003,,,,,37.2907000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W26R003M,07S01W26R003M,Other-Surface Water,,18050003,,,,,37.2907000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W26R004M,07S01W26R004M,Other-Surface Water,,18050003,,,,,37.2907000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W27G001M,07S01W27G001M,Other-Surface Water,,18050003,,,,,37.2979000000,-121.9597000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W27M002M,07S01W27M002M,Other-Surface Water,,18050003,,,,,37.2943000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W27P001M,07S01W27P001M,Other-Surface Water,,18050003,,,,,37.2907000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W27P003M,07S01W27P003M,Other-Surface Water,,18050003,,,,,37.2907000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W27P005M,07S01W27P005M,Other-Surface Water,,18050003,,,,,37.2907000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W28G001M,07S01W28G001M,Other-Surface Water,,18050003,,,,,37.2979000000,-121.9780000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W29K001M,07S01W29K001M,Other-Surface Water,,18050003,,,,,37.2943000000,-121.9963000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W30G001M,07S01W30G001M,Other-Surface Water,,18050003,,,,,37.2979000000,-122.0146000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W31A003M,07S01W31A003M,Other-Surface Water,,18050003,,,,,37.2871000000,-122.0101000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W32K002M,07S01W32K002M,Other-Surface Water,,18050003,,,,,37.2799000000,-121.9963000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W33A001M,07S01W33A001M,Other-Surface Water,,18050003,,,,,37.2871000000,-121.9735000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W34D001M,07S01W34D001M,Other-Surface Water,,18050003,,,,,37.2871000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W34F001M,07S01W34F001M,Other-Surface Water,,18050003,,,,,37.2835000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W34F002M,07S01W34F002M,Other-Surface Water,,18050003,,,,,37.2835000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W34F003M,07S01W34F003M,Other-Surface Water,,18050003,,,,,37.2835000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W34F004M,07S01W34F004M,Other-Surface Water,,18050003,,,,,37.2835000000,-121.9643000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W34H001M,07S01W34H001M,Other-Surface Water,,18050003,,,,,37.2835000000,-121.9552000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W35C002M,07S01W35C002M,Other-Surface Water,,18050003,,,,,37.2871000000,-121.9460000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W35C003M,07S01W35C003M,Other-Surface Water,,18050003,,,,,37.2871000000,-121.9460000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S01W35H001M,07S01W35H001M,Other-Surface Water,,18050003,,,,,37.2835000000,-121.9369000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02E18B001M,07S02E18B001M,Other-Surface Water,,18050003,,,,,37.3304000000,-121.7950000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02E19E001M,07S02E19E001M,Other-Surface Water,,18050003,,,,,37.3124000000,-121.8041000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02E20B001M,07S02E20B001M,Other-Surface Water,,18050003,,,,,37.3160000000,-121.7767000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02E33C004M,07S02E33C004M,Other-Surface Water,,18050003,,,,,37.2871000000,-121.7630000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02E33D001M,07S02E33D001M,Other-Surface Water,,18050003,,,,,37.2871000000,-121.7675000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W01D001M,07S02W01D001M,Other-Surface Water,,18050003,,,,,37.3593000000,-122.0420000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W01E002M,07S02W01E002M,Other-Surface Water,,18050003,,,,,37.3557000000,-122.0420000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W01E003M,07S02W01E003M,Other-Surface Water,,18050003,,,,,37.3557000000,-122.0420000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W01L001M,07S02W01L001M,Other-Surface Water,,18050003,,,,,37.3521000000,-122.0375000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W02G001M,07S02W02G001M,Other-Surface Water,,18050003,,,,,37.3557000000,-122.0512000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W02K002M,07S02W02K002M,Other-Surface Water,,18050003,,,,,37.3521000000,-122.0512000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W03C002M,07S02W03C002M,Other-Surface Water,,18050003,,,,,37.3593000000,-122.0741000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W03D001M,07S02W03D001M,Other-Surface Water,,18050003,,,,,37.3593000000,-122.0786000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W03D002M,07S02W03D002M,Other-Surface Water,,18050003,,,,,37.3593000000,-122.0786000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W03E001M,07S02W03E001M,Other-Surface Water,,18050003,,,,,37.3557000000,-122.0786000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W03P001M,07S02W03P001M,Other-Surface Water,,,,,,,36.3485000000,-122.0741000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W11G002M,07S02W11G002M,Other-Surface Water,,18050003,,,,,37.3413000000,-122.0512000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W13C001M,07S02W13C001M,Other-Surface Water,,18050003,,,,,37.3304000000,-122.0375000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S02W14G001M,07S02W14G001M,Other-Surface Water,,18050003,,,,,37.3268000000,-122.0512000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S05W15C001M,07S05W15C001M,Other-Surface Water,,18050006,,,,,37.3277000000,-122.3880000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,081,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S05W15E002M,07S05W15E002M,Other-Surface Water,,18050006,,,,,37.3252000000,-122.3869000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,081,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-07S05W15F001M,07S05W15F001M,Other-Surface Water,,18050006,,,,,37.3268000000,-122.4036000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,081,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08N03E05N001M,08N03E05N001M,Other-Surface Water,,18050004,,,,,37.5624000000,-121.6761000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,001,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01E13K001M,08S01E13K001M,Other-Surface Water,,18050003,,,,,37.2365000000,-121.8133000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01E16D001M,08S01E16D001M,Other-Surface Water,,18050003,,,,,37.2437000000,-121.8773000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01E17B001M,08S01E17B001M,Other-Surface Water,,18050003,,,,,37.2437000000,-121.8865000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01E17D001M,08S01E17D001M,Other-Surface Water,,18050003,,,,,37.2437000000,-121.8956000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01E27C001M,08S01E27C001M,Other-Surface Water,,18050003,,,,,37.2148000000,-121.8545000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01E27C002M,08S01E27C002M,Other-Surface Water,,18050003,,,,,37.2148000000,-121.8545000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01W03D001M,08S01W03D001M,Other-Surface Water,,18050003,,,,,37.2726000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01W10F002M,08S01W10F002M,Other-Surface Water,,18050003,,,,,37.2547083000,-121.9631694400,24000,1,ft,Interpolation-Map,NAD27,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01W10G001M,08S01W10G001M,Other-Surface Water,,18050003,,,,,37.2546000000,-121.9597000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01W10M001M,08S01W10M001M,Other-Surface Water,,18050003,,,,,37.2510000000,-121.9688000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01W12M001M,08S01W12M001M,Other-Surface Water,,18050003,,,,,37.2510000000,-121.9322000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01W13A002M,08S01W13A002M,Other-Surface Water,,18050003,,,,,37.2437000000,-121.9186000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S01W15B001M,08S01W15B001M,Other-Surface Water,,18050003,,,,,37.2437000000,-121.9597000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S02E07E001M,08S02E07E001M,Other-Surface Water,,18050003,,,,,37.2546000000,-121.8041000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S02E07F001M,08S02E07F001M,Other-Surface Water,,18050003,,,,,37.2546000000,-121.7996000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S02E16E001M,08S02E16E001M,Other-Surface Water,,18050003,,,,,37.2401000000,-121.7675000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S02E17L001M,08S02E17L001M,Other-Surface Water,,18050003,,,,,37.2365000000,-121.7813000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S02E17L002M,08S02E17L002M,Other-Surface Water,,18050003,,,,,37.2365000000,-121.7813000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
CALWR_WQX,California Department Of Water Resources,CALWR_WQX-08S02E34A001M,08S02E34A001M,Other-Surface Water,,18050003,,,,,37.2004000000,-121.7356000000,,1,ft,GPS-Unspecified,NAD83,,,,,,,US,06,085,,,,,,,,,,STORET
